External ID,Name,Barcode,Sales Price,Đơn vị tính,pos_categ_id,Brand
10005410,Sữa tiệt trùng sô cô la Vinamilk túi 220ml,1893467353935,25000,Gói,Sữa Tươi Tiệt Trùng,Vinamilk
10005410,Sữa tiệt trùng sô cô la Vinamilk túi 220ml,8934673503358,25000,Gói,Sữa Tươi Tiệt Trùng,Vinamilk
10005410,Sữa tiệt trùng sô cô la Vinamilk túi 220ml,8934673503358,25000,Gói,Sữa Tươi Tiệt Trùng,Vinamilk
10005453,Sữa đậu nành nguyên chất Vinamilk túi 220ml,10005453,25000,Gói,Sữa Thực Vật,Vinamilk
10005453,Sữa đậu nành nguyên chất Vinamilk túi 220ml,1893467370004,25000,Gói,Sữa Thực Vật,Vinamilk
10005453,Sữa đậu nành nguyên chất Vinamilk túi 220ml,8930010005453,25000,Gói,Sữa Thực Vật,Vinamilk
10005453,Sữa đậu nành nguyên chất Vinamilk túi 220ml,8934673700047,25000,Gói,Sữa Thực Vật,Vinamilk
10005469,Sữa chua uống men sống ít đường Probi Vinamilk lốc 5 chai x 65ml,8934673303507,25000,Chai,Sữa Chua Uống,Vinamilk
10005469,Sữa chua uống men sống ít đường Probi Vinamilk lốc 5 chai x 65ml,8934673303507,25000,Chai,Sữa Chua Uống,Vinamilk
10005485,Sữa chua uống có đường Probi  Vinamilk lốc 4 chai x 130ml,8930010005485,25000,Chai,Sữa Chua Uống,Vinamilk
10005485,Sữa chua uống có đường Probi  Vinamilk lốc 4 chai x 130ml,8934673304528,25000,Chai,Sữa Chua Uống,Vinamilk
10005761,Phô mai Vinamilk hộp 120g,8930010005761,25000,Hộp,Phô Mai,Vinamilk
10005761,Phô mai Vinamilk hộp 120g,8934673900928,25000,Hộp,Phô Mai,Vinamilk
10010456,Sữa đặc có đường Vinamilk Ngôi Sao Phương Nam xanh biển 380g,8930010010456,25000,Hộp,Sữa Đặc,Vinamilk
10010456,Sữa đặc có đường Vinamilk Ngôi Sao Phương Nam xanh biển 380g,8934673300155,25000,Hộp,Sữa Đặc,Vinamilk
10010458,Kem đặc có đường Vinamilk Ngôi Sao Phương Nam hộp 1,8930010010458,25000,Hộp,Sữa Đặc,Vinamilk
10010458,Kem đặc có đường Vinamilk Ngôi Sao Phương Nam hộp 1,8934673314909,25000,Hộp,Sữa Đặc,Vinamilk
10010487,Sữa Tiệt Trùng Có Đường Vinamilk Hộp 1l,10010487,25000,Hộp,Sữa Tươi Tiệt Trùng,Vinamilk
10010487,Sữa Tiệt Trùng Có Đường Vinamilk Hộp 1l,1893467357339,25000,Hộp,Sữa Tươi Tiệt Trùng,Vinamilk
10010487,Sữa Tiệt Trùng Có Đường Vinamilk Hộp 1l,8934673562393,25000,Hộp,Sữa Tươi Tiệt Trùng,Vinamilk
10010487,Sữa Tiệt Trùng Có Đường Vinamilk Hộp 1l,8934673562393,25000,Hộp,Sữa Tươi Tiệt Trùng,Vinamilk
10010487,Sữa Tiệt Trùng Có Đường Vinamilk Hộp 1l,8934673573399,25000,Hộp,Sữa Tươi Tiệt Trùng,Vinamilk
10010488,Sữa tươi tiệt trùng Vinamilk  có đường lốc 4 x180ml,10010488,25000,Hộp,Sữa Tươi Tiệt Trùng,Vinamilk
